5.000000, 0.0000000E+00
5.010000, 2.599752
5.020000, 6.358927
5.030000, 2.565945
5.040000, 13.66539
5.050000, 3.756287
5.060000, 0.1671350
5.070000, 11.03831
5.080000, 1.170040
5.090000, 1.310443
5.100000, 5.388344
5.110000, 1.450432
5.120000, 2.601332
5.130000, 0.7203400
5.140000, 4.483065
5.150000, 6.515009
5.160000, 4.529552
5.170000, 1.538921
5.180000, 5.544471
5.190000, 6.547079
5.200000, 4.547488
5.210000, 4.546232
5.220000, 10.54371
5.230000, 2.586536
5.240000, 5.540003
5.250000, 2.496441
5.260000, 4.455826
5.270000, 7.418236
5.280000, 0.6167310
5.290000, 9.350696
5.300000, 2.320389
5.310000, 4.292240
5.320000, 8.266070
5.330000, 6.242998
5.340000, 5.222748
5.350000, 6.203887
5.360000, 7.186315
5.370000, 8.169919
5.380000, 9.154566
5.390000, 8.140178
5.400000, 4.129835
5.410000, 9.117490
5.420000, 11.10623
5.430000, 5.095934
5.440000, 4.088278
5.450000, 2.082217
5.460000, 2.923505
5.470000, 4.071134
5.480000, 4.066182
5.490000, 9.061662
5.500000, 7.059729
5.510000, 9.060112
5.520000, 8.060640
5.530000, 6.068495
5.540000, 5.072241
5.550000, 12.07595
5.560000, 10.07963
5.570000, 6.083283
5.580000, 9.088576
5.590000, 10.09381
5.600000, 8.100548
5.610000, 12.10780
5.620000, 5.115326
5.630000, 4.122875
5.640000, 6.130420
5.650000, 12.13814
5.660000, 8.225301
5.670000, 6.232607
5.680000, 18.24050
5.690000, 7.248422
5.700000, 13.25641
5.710000, 12.26449
5.720000, 4.272525
5.730000, 19.28051
5.740000, 7.287935
5.750000, 7.294802
5.760000, 10.30171
5.770000, 16.30868
5.780000, 11.31570
5.790000, 1.322802
5.800000, 9.329972
5.810000, 8.337559
5.820000, 6.368254
5.830000, 8.374789
5.840000, 3.380192
5.850000, 9.385727
5.860000, 6.413654
5.870000, 12.43785
5.880000, 11.54516
5.890000, 13.54961
5.900000, 6.554198
5.910000, 13.55893
5.920000, 9.563819
5.930000, 7.570087
5.940000, 11.57524
5.950000, 7.580513
5.960000, 7.592684
5.970000, 4.598998
5.980000, 15.60626
5.990000, 6.619027
6.000000, 8.833982
6.010000, 13.83939
6.020000, 11.84941
6.030000, 7.855003
6.040000, 12.86069
6.050000, 7.912971
6.060000, 0.9225200
6.070000, 10.04004
6.080000, 15.04498
6.090000, 13.05003
6.100000, 8.055190
6.110000, 9.060428
6.120000, 14.06574
6.130000, 17.07112
6.140000, 11.07656
6.150000, 12.17413
6.160000, 3.179328
6.170000, 12.18500
6.180000, 6.190732
6.190000, 9.276392
6.200000, 8.305231
6.210000, 14.33186
6.220000, 16.35548
6.230000, 16.37409
6.240000, 8.392496
6.250000, 4.410702
6.260000, 3.403831
6.270000, 7.421167
6.280000, 6.436823
6.290000, 7.453347
6.300000, 6.470502
6.310000, 0.5129020
6.320000, 6.503382
6.330000, 13.51412
6.340000, 7.592092
6.350000, 3.604767
6.360000, 5.617474
6.370000, 2.627260
6.380000, 5.640082
6.390000, 8.652980
6.400000, 5.665958
6.410000, 10.67902
6.420000, 7.692171
6.430000, 5.699106
6.440000, 2.708176
6.450000, 7.715810
6.460000, 6.725683
6.470000, 11.73548
6.480000, 9.662911
6.490000, 2.673131
6.500000, 12.68229
6.510000, 8.692887
6.520000, 8.703663
6.530000, 12.71460
6.540000, 1.725677
6.550000, 5.736898
6.560000, 2.748252
6.570000, 6.759734
6.580000, 10.77134
6.590000, 3.783062
6.600000, 5.794884
6.610000, 7.806817
6.620000, 4.869341
6.630000, 0.1185270
6.640000, 2.893607
6.650000, 11.90582
6.660000, 4.712390
6.670000, 2.724757
6.680000, 3.737199
6.690000, 4.749713
6.700000, 5.762290
6.710000, 0.2250830
6.720000, 1.787511
6.730000, 7.800119
6.740000, 0.1872320
6.750000, 1.174621
6.760000, 3.837691
6.770000, 7.850040
6.780000, 6.862419
6.790000, 10.87483
6.800000, 3.887259
6.810000, 3.899712
6.820000, 6.912502
6.830000, 2.925313
6.840000, 7.938143
6.850000, 0.9509940
6.860000, 3.963495
6.870000, 2.976016
6.880000, 2.988554
6.890000, 4.001108
6.900000, 3.013679
6.910000, 5.026267
6.920000, 3.9175998E-02
6.930000, 3.052074
6.940000, 3.224974
6.950000, 3.237906
6.960000, 5.250853
6.970000, 0.2638130
6.980000, 2.276767
6.990000, 13.28867
7.000000, 2.698352
7.010000, 3.313888
7.020000, 3.326016
7.030000, 7.338158
7.040000, 0.3503180
7.050000, 10.36248
7.060000, 5.374541
7.070000, 3.386517
7.080000, 6.398062
7.090000, 0.5555490
7.100000, 2.456177
7.110000, 6.467987
7.120000, 0.4798130
7.130000, 1.508364
7.140000, 8.504857
7.150000, 6.516273
7.160000, 5.527673
7.170000, 11.53908
7.180000, 4.550501
7.190000, 2.563540
7.200000, 3.574054
7.210000, 2.584583
7.220000, 5.595107
7.230000, 2.605641
7.240000, 6.616189
7.250000, 4.626533
7.260000, 6.634084
7.270000, 6.643946
7.280000, 1.655154
7.290000, 1.334957
7.300000, 13.67455
7.310000, 1.684078
7.320000, 3.788351
7.330000, 2.797894
7.340000, 4.807443
7.350000, 7.816595
7.360000, 6.826873
7.370000, 9.836039
7.380000, 1.154794
7.390000, 4.853677
7.400000, 8.862062
7.410000, 2.870438
7.420000, 2.879334
7.430000, 3.889077
7.440000, 4.897894
7.450000, 4.907496
7.460000, 2.917139
7.470000, 7.925948
7.480000, 10.14816
7.490000, 8.156896
7.500000, 15.16626
7.510000, 6.130805
7.520000, 4.140027
7.530000, 0.8513900
7.540000, 4.156580
7.550000, 6.164522
7.560000, 5.172435
7.570000, 6.180330
7.580000, 3.188195
7.590000, 10.19603
7.600000, 8.203831
7.610000, 4.211599
7.620000, 10.21934
7.630000, 6.227063
7.640000, 5.234776
7.650000, 1.242783
7.660000, 8.250463
7.670000, 2.258122
7.680000, 6.266117
7.690000, 7.274088
7.700000, 8.282219
7.710000, 9.290148
7.720000, 8.298055
7.730000, 4.305934
7.740000, 3.313862
7.750000, 3.321686
7.760000, 8.329482
7.770000, 6.337249
7.780000, 10.34499
7.790000, 10.35303
7.800000, 6.361041
7.810000, 0.6309800
7.820000, 4.376509
7.830000, 12.36863
7.840000, 7.376457
7.850000, 5.384252
7.860000, 7.392889
7.870000, 7.401493
7.880000, 4.410059
7.890000, 3.418592
7.900000, 4.427089
7.910000, 3.419438
7.920000, 9.427866
7.930000, 5.436589
7.940000, 13.43162
7.950000, 6.364838
7.960000, 12.37346
7.970000, 2.382376
7.980000, 14.39126
7.990000, 4.400114
8.000000, 13.40893
8.010000, 7.489865
8.020000, 7.498606
8.030000, 10.50731
8.040000, 7.515967
8.050000, 9.523613
8.060000, 5.532194
8.070000, 7.540733
8.080000, 2.549232
8.090000, 6.557690
8.100000, 7.566460
8.110000, 6.643639
8.120000, 2.646858
8.130000, 2.344505
8.140000, 9.662709
8.150000, 7.669876
8.160000, 4.676997
8.170000, 3.679562
8.180000, 1.686588
8.190000, 4.693573
8.200000, 9.525939
8.210000, 6.532831
8.220000, 7.539684
8.230000, 7.546494
8.240000, 6.549409
8.250000, 15.55614
8.260000, 9.562819
8.270000, 1.569462
8.280000, 0.4239350
8.290000, 3.615806
8.300000, 6.633418
8.310000, 6.639565
8.320000, 6.642337
8.330000, 0.5483500
8.340000, 5.554735
8.350000, 7.561077
8.360000, 1.567379
8.370000, 7.573638
8.380000, 0.5798550
8.390000, 4.586014
8.400000, 5.592136
8.410000, 5.598219
8.420000, 3.604261
8.430000, 7.610264
8.440000, 3.616229
8.450000, 3.622154
8.460000, 7.628053
8.470000, 0.6339140
8.480000, 6.639725
8.490000, 7.556511
8.500000, 7.562250
8.510000, 1.432045
8.520000, 6.572793
8.530000, 3.577599
8.540000, 5.582367
8.550000, 0.5871030
8.560000, 6.591795
8.570000, 6.596453
8.580000, 3.521323
8.590000, 2.526045
8.600000, 1.541304
8.610000, 2.681347
8.620000, 0.6865150
8.630000, 9.691636
8.640000, 0.6967210
8.650000, 0.7017590
8.660000, 5.706753
8.670000, 3.288294
8.680000, 1.714798
8.690000, 0.7178520
8.700000, 3.720861
8.710000, 0.7240330
8.720000, 2.727160
8.730000, 5.664987
8.740000, 1.668042
8.750000, 2.671062
8.760000, 2.674048
8.770000, 5.677001
8.780000, 5.679918
8.790000, 6.682802
8.800000, 4.685649
8.810000, 10.68847
8.820000, 1.691246
8.830000, 4.693992
8.840000, 0.6968560
8.850000, 7.699383
8.860000, 3.702173
8.870000, 3.704929
8.880000, 1.707650
8.890000, 0.7103350
8.900000, 7.713133
8.910000, 11.71589
8.920000, 8.718621
8.930000, 0.7213110
8.940000, 8.723965
8.950000, 1.726578
8.960000, 5.729156
8.970000, 5.731701
8.980000, 7.810517
8.990000, 5.812983
9.000000, 2.815409
9.010000, 0.7673060
9.020000, 5.846232
9.030000, 6.861642
9.040000, 3.864163
9.050000, 2.866641
9.060000, 7.869073
9.070000, 4.871634
9.080000, 1.874150
9.090000, 0.8766190
9.100000, 8.879041
9.110000, 4.881504
9.120000, 6.959309
9.130000, 5.961673
9.140000, 1.964061
9.150000, 8.966732
9.160000, 10.04523
9.170000, 7.047794
9.180000, 1.050305
9.190000, 3.052763
9.200000, 0.9448300
9.210000, 7.056886
9.220000, 6.058552
9.230000, 2.060165
9.240000, 2.061729
9.250000, 4.063247
9.260000, 8.064713
9.270000, 6.066133
9.280000, 7.067499
9.290000, 10.14889
9.300000, 0.8498480
9.310000, 7.150751
9.320000, 2.151324
